"Grid_Point
Latitude","Grid_Point
Longitude",Date,ERA5_RAIN (mm)
22.8,75.9,30-10-2014,0.0009
22.8,76,30-10-2014,0.0009
22.8,76.1,30-10-2014,0.0009
22.6,75.7,31-10-2014,0.0004
22.6,75.8,31-10-2014,0.0004
22.6,75.9,31-10-2014,0.0004
22.6,76,31-10-2014,0.0004
22.6,76.1,31-10-2014,0.0004
22.7,75.7,31-10-2014,0.0029
22.7,75.8,31-10-2014,0.0028
22.7,75.9,31-10-2014,0.002
22.7,76,31-10-2014,0.0016
22.7,76.1,31-10-2014,0.0012
22.8,75.7,31-10-2014,0.0063
22.8,75.8,31-10-2014,0.0054
22.8,75.9,31-10-2014,0.0046
22.8,76,31-10-2014,0.0033
22.8,76.1,31-10-2014,0.0016
22.6,75.7,01-10-2015,0
22.6,75.8,01-10-2015,0
22.6,75.9,01-10-2015,0
22.6,76,01-10-2015,0
22.6,76.1,01-10-2015,0
22.7,75.7,01-10-2015,0
22.7,75.8,01-10-2015,0
22.7,75.9,01-10-2015,0
22.7,76,01-10-2015,0
22.7,76.1,01-10-2015,0
22.8,75.7,01-10-2015,0
22.8,75.8,01-10-2015,0
22.8,75.9,01-10-2015,0
22.8,76,01-10-2015,0
22.8,76.1,01-10-2015,0
22.6,75.7,02-10-2015,0
22.6,75.8,02-10-2015,0
22.6,75.9,02-10-2015,0
22.6,76,02-10-2015,0
22.6,76.1,02-10-2015,0.0002
22.7,75.7,02-10-2015,0
22.7,75.8,02-10-2015,0
22.7,75.9,02-10-2015,0
22.7,76,02-10-2015,0
22.7,76.1,02-10-2015,0
22.8,75.7,02-10-2015,0
22.8,75.8,02-10-2015,0
22.8,75.9,02-10-2015,0
22.8,76,02-10-2015,0
22.8,76.1,02-10-2015,0
22.6,75.7,03-10-2015,0.0013
22.6,75.8,03-10-2015,0.0013
22.6,75.9,03-10-2015,0.0013
22.6,76,03-10-2015,0.0013
22.6,76.1,03-10-2015,0.0013
22.7,75.7,03-10-2015,0.0013
22.7,75.8,03-10-2015,0.0013
22.7,75.9,03-10-2015,0.0013
22.7,76,03-10-2015,0.0013
22.7,76.1,03-10-2015,0.0013
22.8,75.7,03-10-2015,0.0013
22.8,75.8,03-10-2015,0.0013
22.8,75.9,03-10-2015,0.0013
22.8,76,03-10-2015,0.0013
22.8,76.1,03-10-2015,0.0013
22.6,75.7,04-10-2015,0.0001
22.6,75.8,04-10-2015,0
22.6,75.9,04-10-2015,0
22.6,76,04-10-2015,0
22.6,76.1,04-10-2015,0
22.7,75.7,04-10-2015,0.0022
22.7,75.8,04-10-2015,0.0001
22.7,75.9,04-10-2015,0
22.7,76,04-10-2015,0
22.7,76.1,04-10-2015,0
22.8,75.7,04-10-2015,0.0018
22.8,75.8,04-10-2015,0.0009
22.8,75.9,04-10-2015,0.0007
22.8,76,04-10-2015,0.0002
22.8,76.1,04-10-2015,0
22.6,75.7,05-10-2015,0.0009
22.6,75.8,05-10-2015,0.0009
22.6,75.9,05-10-2015,0.0009
22.6,76,05-10-2015,0.0009
22.6,76.1,05-10-2015,0.0009
22.7,75.7,05-10-2015,0.0009
22.7,75.8,05-10-2015,0.0009
22.7,75.9,05-10-2015,0.0009
22.7,76,05-10-2015,0.0009
22.7,76.1,05-10-2015,0.0009
22.8,75.7,05-10-2015,0.0009
22.8,75.8,05-10-2015,0.0009
22.8,75.9,05-10-2015,0.0009
22.8,76,05-10-2015,0.0009
22.8,76.1,05-10-2015,0.0009
22.6,75.7,06-10-2015,0
22.6,75.8,06-10-2015,0
22.6,75.9,06-10-2015,0
22.6,76,06-10-2015,0
22.6,76.1,06-10-2015,0
22.7,75.7,06-10-2015,0
22.7,75.8,06-10-2015,0
22.7,75.9,06-10-2015,0
22.7,76,06-10-2015,0
22.7,76.1,06-10-2015,0
22.8,75.7,06-10-2015,0
22.8,75.8,06-10-2015,0
22.8,75.9,06-10-2015,0
22.8,76,06-10-2015,0
22.8,76.1,06-10-2015,0
22.6,75.7,07-10-2015,0.0004
22.6,75.8,07-10-2015,0.0004
22.6,75.9,07-10-2015,0.0004
22.6,76,07-10-2015,0.0004
22.6,76.1,07-10-2015,0.0004
22.7,75.7,07-10-2015,0.0004
22.7,75.8,07-10-2015,0.0004
22.7,75.9,07-10-2015,0.0004
22.7,76,07-10-2015,0.0004
22.7,76.1,07-10-2015,0.0004
22.8,75.7,07-10-2015,0.0004
22.8,75.8,07-10-2015,0.0004
22.8,75.9,07-10-2015,0.0004
22.8,76,07-10-2015,0.0004
22.8,76.1,07-10-2015,0.0004
22.6,75.7,08-10-2015,0.0004
22.6,75.8,08-10-2015,0.0004
22.6,75.9,08-10-2015,0.0004
22.6,76,08-10-2015,0.0004
22.6,76.1,08-10-2015,0.0004
22.7,75.7,08-10-2015,0.0004
22.7,75.8,08-10-2015,0.0004
22.7,75.9,08-10-2015,0.0004
22.7,76,08-10-2015,0.0004
22.7,76.1,08-10-2015,0.0004
22.8,75.7,08-10-2015,0.0004
22.8,75.8,08-10-2015,0.0004
22.8,75.9,08-10-2015,0.0004
22.8,76,08-10-2015,0.0004
22.8,76.1,08-10-2015,0.0004
22.6,75.7,09-10-2015,0.0004
22.6,75.8,09-10-2015,0.0004
22.6,75.9,09-10-2015,0.0004
22.6,76,09-10-2015,0.0004
22.6,76.1,09-10-2015,0.0004
22.7,75.7,09-10-2015,0.0004
22.7,75.8,09-10-2015,0.0004
22.7,75.9,09-10-2015,0.0004
22.7,76,09-10-2015,0.0004
22.7,76.1,09-10-2015,0.0004
22.8,75.7,09-10-2015,0.0004
22.8,75.8,09-10-2015,0.0004
22.8,75.9,09-10-2015,0.0004
22.8,76,09-10-2015,0.0004
22.8,76.1,09-10-2015,0.0004
22.6,75.7,10-10-2015,0.0009
22.6,75.8,10-10-2015,0.0009
22.6,75.9,10-10-2015,0.0009
22.6,76,10-10-2015,0.0009
22.6,76.1,10-10-2015,0.0009
22.7,75.7,10-10-2015,0.0009
22.7,75.8,10-10-2015,0.0009
22.7,75.9,10-10-2015,0.0009
22.7,76,10-10-2015,0.0009
22.7,76.1,10-10-2015,0.0009
22.8,75.7,10-10-2015,0.0009
22.8,75.8,10-10-2015,0.0009
22.8,75.9,10-10-2015,0.0009
22.8,76,10-10-2015,0.0009
22.8,76.1,10-10-2015,0.0009
22.6,75.7,11-10-2015,0.0017
22.6,75.8,11-10-2015,0.0017
22.6,75.9,11-10-2015,0.0017
22.6,76,11-10-2015,0.0017
22.6,76.1,11-10-2015,0.0017
22.7,75.7,11-10-2015,0.0017
22.7,75.8,11-10-2015,0.0017
22.7,75.9,11-10-2015,0.0017
22.7,76,11-10-2015,0.0017
22.7,76.1,11-10-2015,0.0017
22.8,75.7,11-10-2015,0.0017
22.8,75.8,11-10-2015,0.0017
22.8,75.9,11-10-2015,0.0017
22.8,76,11-10-2015,0.0017
22.8,76.1,11-10-2015,0.0017
22.6,75.7,12-10-2015,0.0009
22.6,75.8,12-10-2015,0.0009
22.6,75.9,12-10-2015,0.0009
22.6,76,12-10-2015,0.0009
22.6,76.1,12-10-2015,0.0009
22.7,75.7,12-10-2015,0.0009
22.7,75.8,12-10-2015,0.0009
22.7,75.9,12-10-2015,0.0009
22.7,76,12-10-2015,0.0009
22.7,76.1,12-10-2015,0.0009
22.8,75.7,12-10-2015,0.0009
22.8,75.8,12-10-2015,0.0009
22.8,75.9,12-10-2015,0.0009
22.8,76,12-10-2015,0.0009
22.8,76.1,12-10-2015,0.0009
22.6,75.7,13-10-2015,0
22.6,75.8,13-10-2015,0
22.6,75.9,13-10-2015,0
22.6,76,13-10-2015,0
22.6,76.1,13-10-2015,0
22.7,75.7,13-10-2015,0
22.7,75.8,13-10-2015,0
22.7,75.9,13-10-2015,0
22.7,76,13-10-2015,0
22.7,76.1,13-10-2015,0
22.8,75.7,13-10-2015,0
22.8,75.8,13-10-2015,0
22.8,75.9,13-10-2015,0
22.8,76,13-10-2015,0
22.8,76.1,13-10-2015,0
22.6,75.7,14-10-2015,0
22.6,75.8,14-10-2015,0
22.6,75.9,14-10-2015,0
22.6,76,14-10-2015,0
22.6,76.1,14-10-2015,0
22.7,75.7,14-10-2015,0
22.7,75.8,14-10-2015,0
22.7,75.9,14-10-2015,0
22.7,76,14-10-2015,0
22.7,76.1,14-10-2015,0
22.8,75.7,14-10-2015,0
22.8,75.8,14-10-2015,0
22.8,75.9,14-10-2015,0
22.8,76,14-10-2015,0
22.8,76.1,14-10-2015,0
22.6,75.7,15-10-2015,0.0009
22.6,75.8,15-10-2015,0.0009
22.6,75.9,15-10-2015,0.0009
22.6,76,15-10-2015,0.0009
22.6,76.1,15-10-2015,0.0009
22.7,75.7,15-10-2015,0.0009
22.7,75.8,15-10-2015,0.0009
22.7,75.9,15-10-2015,0.0009
22.7,76,15-10-2015,0.0009
22.7,76.1,15-10-2015,0.0009
22.8,75.7,15-10-2015,0.0009
22.8,75.8,15-10-2015,0.0009
22.8,75.9,15-10-2015,0.0009
22.8,76,15-10-2015,0.0009
22.8,76.1,15-10-2015,0.0009
22.6,75.7,16-10-2015,0.0017
22.6,75.8,16-10-2015,0.0017
22.6,75.9,16-10-2015,0.0017
22.6,76,16-10-2015,0.0017
22.6,76.1,16-10-2015,0.0017
22.7,75.7,16-10-2015,0.0017
22.7,75.8,16-10-2015,0.0017
22.7,75.9,16-10-2015,0.0017
22.7,76,16-10-2015,0.0017
22.7,76.1,16-10-2015,0.0017
22.8,75.7,16-10-2015,0.0017
22.8,75.8,16-10-2015,0.0017
22.8,75.9,16-10-2015,0.0017
22.8,76,16-10-2015,0.0017
22.8,76.1,16-10-2015,0.0017
22.6,75.7,17-10-2015,0.0017
22.6,75.8,17-10-2015,0.0017
22.6,75.9,17-10-2015,0.0017
22.6,76,17-10-2015,0.0017
22.6,76.1,17-10-2015,0.0017
22.7,75.7,17-10-2015,0.0017
22.7,75.8,17-10-2015,0.0017
22.7,75.9,17-10-2015,0.0017
22.7,76,17-10-2015,0.0017
22.7,76.1,17-10-2015,0.0017
22.8,75.7,17-10-2015,0.0017
22.8,75.8,17-10-2015,0.0017
22.8,75.9,17-10-2015,0.0017
22.8,76,17-10-2015,0.0017
22.8,76.1,17-10-2015,0.0017
22.6,75.7,18-10-2015,0
22.6,75.8,18-10-2015,0
22.6,75.9,18-10-2015,0
22.6,76,18-10-2015,0
22.6,76.1,18-10-2015,0
22.7,75.7,18-10-2015,0
22.7,75.8,18-10-2015,0
22.7,75.9,18-10-2015,0
22.7,76,18-10-2015,0
22.7,76.1,18-10-2015,0
22.8,75.7,18-10-2015,0
22.8,75.8,18-10-2015,0
22.8,75.9,18-10-2015,0
22.8,76,18-10-2015,0
22.8,76.1,18-10-2015,0
22.6,75.7,19-10-2015,0
22.6,75.8,19-10-2015,0
22.6,75.9,19-10-2015,0
22.6,76,19-10-2015,0
22.6,76.1,19-10-2015,0
22.7,75.7,19-10-2015,0
22.7,75.8,19-10-2015,0
22.7,75.9,19-10-2015,0
22.7,76,19-10-2015,0
22.7,76.1,19-10-2015,0
22.8,75.7,19-10-2015,0
22.8,75.8,19-10-2015,0
22.8,75.9,19-10-2015,0
22.8,76,19-10-2015,0
22.8,76.1,19-10-2015,0
22.6,75.7,20-10-2015,0.0332
22.6,75.8,20-10-2015,0.0546
22.6,75.9,20-10-2015,0.0567
22.6,76,20-10-2015,0.0342
22.6,76.1,20-10-2015,0.0127
22.7,75.7,20-10-2015,0.026
22.7,75.8,20-10-2015,0.0428
22.7,75.9,20-10-2015,0.0459
22.7,76,20-10-2015,0.0285
22.7,76.1,20-10-2015,0.0104
22.8,75.7,20-10-2015,0.0134
22.8,75.8,20-10-2015,0.0225
22.8,75.9,20-10-2015,0.0235
22.8,76,20-10-2015,0.0148
22.8,76.1,20-10-2015,0.0057
22.6,75.7,21-10-2015,0.0597
22.6,75.8,21-10-2015,0.0833
22.6,75.9,21-10-2015,0.0846
22.6,76,21-10-2015,0.056
22.6,76.1,21-10-2015,0.0299
22.7,75.7,21-10-2015,0.0578
22.7,75.8,21-10-2015,0.0875
22.7,75.9,21-10-2015,0.0939
22.7,76,21-10-2015,0.0627
22.7,76.1,21-10-2015,0.0293
22.8,75.7,21-10-2015,0.0488
22.8,75.8,21-10-2015,0.0826
22.8,75.9,21-10-2015,0.0959
22.8,76,21-10-2015,0.0695
22.8,76.1,21-10-2015,0.0339
22.6,75.7,22-10-2015,0.0413
22.6,75.8,22-10-2015,0.0605
22.6,75.9,22-10-2015,0.06
22.6,76,22-10-2015,0.0361
22.6,76.1,22-10-2015,0.0135
22.7,75.7,22-10-2015,0.0323
22.7,75.8,22-10-2015,0.0471
22.7,75.9,22-10-2015,0.0482
22.7,76,22-10-2015,0.0299
22.7,76.1,22-10-2015,0.0108
22.8,75.7,22-10-2015,0.0164
22.8,75.8,22-10-2015,0.0247
22.8,75.9,22-10-2015,0.0246
22.8,76,22-10-2015,0.0154
22.8,76.1,22-10-2015,0.0055
22.6,75.7,23-10-2015,0
22.6,75.8,23-10-2015,0
22.6,75.9,23-10-2015,0
22.6,76,23-10-2015,0
22.6,76.1,23-10-2015,0
22.7,75.7,23-10-2015,0
22.7,75.8,23-10-2015,0
22.7,75.9,23-10-2015,0
22.7,76,23-10-2015,0
22.7,76.1,23-10-2015,0
22.8,75.7,23-10-2015,0
22.8,75.8,23-10-2015,0
22.8,75.9,23-10-2015,0
22.8,76,23-10-2015,0
22.8,76.1,23-10-2015,0
22.6,75.7,24-10-2015,0.0026
22.6,75.8,24-10-2015,0.0026
22.6,75.9,24-10-2015,0.0026
22.6,76,24-10-2015,0.0026
22.6,76.1,24-10-2015,0.0026
22.7,75.7,24-10-2015,0.0026
22.7,75.8,24-10-2015,0.0026
22.7,75.9,24-10-2015,0.0026
22.7,76,24-10-2015,0.0026
22.7,76.1,24-10-2015,0.0026
22.8,75.7,24-10-2015,0.0026
22.8,75.8,24-10-2015,0.0026
22.8,75.9,24-10-2015,0.0026
22.8,76,24-10-2015,0.0026
22.8,76.1,24-10-2015,0.0026
22.6,75.7,25-10-2015,0.1446
22.6,75.8,25-10-2015,0.1428
22.6,75.9,25-10-2015,0.1365
22.6,76,25-10-2015,0.1241
22.6,76.1,25-10-2015,0.1128
22.7,75.7,25-10-2015,0.1253
22.7,75.8,25-10-2015,0.1233
22.7,75.9,25-10-2015,0.1184
22.7,76,25-10-2015,0.1066
22.7,76.1,25-10-2015,0.0957
22.8,75.7,25-10-2015,0.0901
22.8,75.8,25-10-2015,0.0898
22.8,75.9,25-10-2015,0.0861
22.8,76,25-10-2015,0.076
22.8,76.1,25-10-2015,0.0641
22.6,75.7,26-10-2015,4.1784
22.6,75.8,26-10-2015,2.9744
22.6,75.9,26-10-2015,2.0172
22.6,76,26-10-2015,1.3666
22.6,76.1,26-10-2015,0.7785
22.7,75.7,26-10-2015,3.6505
22.7,75.8,26-10-2015,2.5961
22.7,75.9,26-10-2015,1.8479
22.7,76,26-10-2015,1.655
22.7,76.1,26-10-2015,1.5155
22.8,75.7,26-10-2015,3.2323
22.8,75.8,26-10-2015,2.3542
22.8,75.9,26-10-2015,1.8557
22.8,76,26-10-2015,2.1842
22.8,76.1,26-10-2015,2.7733
22.6,75.7,27-10-2015,8.6612
22.6,75.8,27-10-2015,8.3822
22.6,75.9,27-10-2015,7.2524
22.6,76,27-10-2015,5.0814
22.6,76.1,27-10-2015,3.0193
22.7,75.7,27-10-2015,11.3602
22.7,75.8,27-10-2015,10.1623
22.7,75.9,27-10-2015,8.698
22.7,76,27-10-2015,7.0833
22.7,76.1,27-10-2015,5.592
22.8,75.7,27-10-2015,14.1201
22.8,75.8,27-10-2015,11.8521
22.8,75.9,27-10-2015,9.8537
22.8,76,27-10-2015,8.989
22.8,76.1,27-10-2015,8.6486
22.6,75.7,28-10-2015,0.7613
22.6,75.8,28-10-2015,0.5164
22.6,75.9,28-10-2015,0.4724
22.6,76,28-10-2015,0.6768
22.6,76.1,28-10-2015,0.8558
22.7,75.7,28-10-2015,0.9776
22.7,75.8,28-10-2015,0.646
22.7,75.9,28-10-2015,0.4898
22.7,76,28-10-2015,0.6122
22.7,76.1,28-10-2015,0.7526
22.8,75.7,28-10-2015,1.1764
22.8,75.8,28-10-2015,0.7696
22.8,75.9,28-10-2015,0.5048
22.8,76,28-10-2015,0.4803
22.8,76.1,28-10-2015,0.51
22.6,75.7,29-10-2015,0.0004
22.6,75.8,29-10-2015,0.0004
22.6,75.9,29-10-2015,0.0004
22.6,76,29-10-2015,0.0004
22.6,76.1,29-10-2015,0.0004
22.7,75.7,29-10-2015,0.0004
22.7,75.8,29-10-2015,0.0004
22.7,75.9,29-10-2015,0.0004
22.7,76,29-10-2015,0.0004
22.7,76.1,29-10-2015,0.0004
22.8,75.7,29-10-2015,0.0004
22.8,75.8,29-10-2015,0.0004
22.8,75.9,29-10-2015,0.0004
22.8,76,29-10-2015,0.0004
22.8,76.1,29-10-2015,0.0004
22.6,75.7,30-10-2015,0.0009
22.6,75.8,30-10-2015,0.0009
22.6,75.9,30-10-2015,0.0009
22.6,76,30-10-2015,0.0009
22.6,76.1,30-10-2015,0.0009
22.7,75.7,30-10-2015,0.0009
22.7,75.8,30-10-2015,0.0009
22.7,75.9,30-10-2015,0.0009
22.7,76,30-10-2015,0.0009
22.7,76.1,30-10-2015,0.0009
22.8,75.7,30-10-2015,0.0009
22.8,75.8,30-10-2015,0.0009
22.8,75.9,30-10-2015,0.0009
22.8,76,30-10-2015,0.0009
22.8,76.1,30-10-2015,0.0009
22.6,75.7,31-10-2015,0.0009
22.6,75.8,31-10-2015,0.0009
22.6,75.9,31-10-2015,0.0009
22.6,76,31-10-2015,0.0009
22.6,76.1,31-10-2015,0.0009
22.7,75.7,31-10-2015,0.0009
22.7,75.8,31-10-2015,0.0009
22.7,75.9,31-10-2015,0.0009
22.7,76,31-10-2015,0.0009
22.7,76.1,31-10-2015,0.0009
22.8,75.7,31-10-2015,0.0009
22.8,75.8,31-10-2015,0.0009
22.8,75.9,31-10-2015,0.0009
22.8,76,31-10-2015,0.0009
22.8,76.1,31-10-2015,0.0009
22.6,75.7,01-10-2016,14.278
22.6,75.8,01-10-2016,11.6951
22.6,75.9,01-10-2016,9.8814
22.6,76,01-10-2016,8.9953
22.6,76.1,01-10-2016,8.1822
22.7,75.7,01-10-2016,13.5871
22.7,75.8,01-10-2016,11.5925
22.7,75.9,01-10-2016,10.065
22.7,76,01-10-2016,9.2659
22.7,76.1,01-10-2016,8.502
22.8,75.7,01-10-2016,12.7902
22.8,75.8,01-10-2016,11.119
22.8,75.9,01-10-2016,9.8199
22.8,76,01-10-2016,9.1401
22.8,76.1,01-10-2016,8.5976
22.6,75.7,02-10-2016,10.7058
22.6,75.8,02-10-2016,9.9225
22.6,75.9,02-10-2016,9.4562
22.6,76,02-10-2016,9.3708
22.6,76.1,02-10-2016,9.2113
22.7,75.7,02-10-2016,9.4653
22.7,75.8,02-10-2016,8.9189
22.7,75.9,02-10-2016,8.5447
22.7,76,02-10-2016,8.4264
22.7,76.1,02-10-2016,8.3066
22.8,75.7,02-10-2016,7.9245
22.8,75.8,02-10-2016,7.5239
22.8,75.9,02-10-2016,7.2363
22.8,76,02-10-2016,7.0976
22.8,76.1,02-10-2016,6.9756
22.6,75.7,03-10-2016,8.3911
22.6,75.8,03-10-2016,7.6846
22.6,75.9,03-10-2016,7.11
22.6,76,03-10-2016,6.6891
22.6,76.1,03-10-2016,6.2606
22.7,75.7,03-10-2016,7.4335
22.7,75.8,03-10-2016,6.7575
22.7,75.9,03-10-2016,6.1315
22.7,76,03-10-2016,5.6094
22.7,76.1,03-10-2016,5.1037
22.8,75.7,03-10-2016,6.0024
22.8,75.8,03-10-2016,5.2851
22.8,75.9,03-10-2016,4.6531
22.8,76,03-10-2016,4.2309
22.8,76.1,03-10-2016,3.8823
22.6,75.7,04-10-2016,5.762
22.6,75.8,04-10-2016,5.0899
22.6,75.9,04-10-2016,4.2831
22.6,76,04-10-2016,3.3061
22.6,76.1,04-10-2016,2.3756
22.7,75.7,04-10-2016,5.8512
22.7,75.8,04-10-2016,5.3201
22.7,75.9,04-10-2016,4.6481
22.7,76,04-10-2016,3.771
22.7,76.1,04-10-2016,2.8863
22.8,75.7,04-10-2016,5.9659
22.8,75.8,04-10-2016,5.4772
22.8,75.9,04-10-2016,4.8979
22.8,76,04-10-2016,4.2006
22.8,76.1,04-10-2016,3.4879
22.6,75.7,05-10-2016,7.1349
22.6,75.8,05-10-2016,6.5972
22.6,75.9,05-10-2016,6.5228
22.6,76,05-10-2016,7.0159
22.6,76.1,05-10-2016,7.5403
22.7,75.7,05-10-2016,9.5358
22.7,75.8,05-10-2016,9.1057
22.7,75.9,05-10-2016,9.1531
22.7,76,05-10-2016,10.0145
22.7,76.1,05-10-2016,10.9395
22.8,75.7,05-10-2016,12.5963
22.8,75.8,05-10-2016,12.3587
22.8,75.9,05-10-2016,12.6179
22.8,76,05-10-2016,13.8798
22.8,76.1,05-10-2016,15.4287
22.6,75.7,06-10-2016,4.0345
22.6,75.8,06-10-2016,3.8884
22.6,75.9,06-10-2016,3.6313
22.6,76,06-10-2016,3.2288
22.6,76.1,06-10-2016,2.8536
22.7,75.7,06-10-2016,3.1047
22.7,75.8,06-10-2016,3.0164
22.7,75.9,06-10-2016,2.9978
22.7,76,06-10-2016,3.1937
22.7,76.1,06-10-2016,3.4423
22.8,75.7,06-10-2016,2.2713
22.8,75.8,06-10-2016,2.1005
22.8,75.9,06-10-2016,2.1794
22.8,76,06-10-2016,2.9611
22.8,76.1,06-10-2016,4.007
22.6,75.7,07-10-2016,2.4581
22.6,75.8,07-10-2016,2.8035
22.6,75.9,07-10-2016,3.0025
22.6,76,07-10-2016,3.0237
22.6,76.1,07-10-2016,3.082
22.7,75.7,07-10-2016,2.0327
22.7,75.8,07-10-2016,2.3983
22.7,75.9,07-10-2016,2.6552
22.7,76,07-10-2016,2.7526
22.7,76.1,07-10-2016,2.8481
22.8,75.7,07-10-2016,1.677
22.8,75.8,07-10-2016,1.9808
22.8,75.9,07-10-2016,2.22
22.8,76,07-10-2016,2.377
22.8,76.1,07-10-2016,2.5285
22.6,75.7,08-10-2016,5.7476
22.6,75.8,08-10-2016,7.1834
22.6,75.9,08-10-2016,8.2189
22.6,76,08-10-2016,8.757
22.6,76.1,08-10-2016,9.2914
22.7,75.7,08-10-2016,3.8323
22.7,75.8,08-10-2016,4.93
22.7,75.9,08-10-2016,5.7945
22.7,76,08-10-2016,6.3534
22.7,76.1,08-10-2016,6.9335
22.8,75.7,08-10-2016,2.5002
22.8,75.8,08-10-2016,3.0624
22.8,75.9,08-10-2016,3.5443
22.8,76,08-10-2016,4.0391
22.8,76.1,08-10-2016,4.5964
22.6,75.7,09-10-2016,0.3155
22.6,75.8,09-10-2016,0.371
22.6,75.9,09-10-2016,0.529
22.6,76,09-10-2016,0.8172
22.6,76.1,09-10-2016,1.0674
22.7,75.7,09-10-2016,0.298
22.7,75.8,09-10-2016,0.3104
22.7,75.9,09-10-2016,0.4192
22.7,76,09-10-2016,0.6893
22.7,76.1,09-10-2016,0.9678
22.8,75.7,09-10-2016,0.3584
22.8,75.8,09-10-2016,0.3005
22.8,75.9,09-10-2016,0.3317
22.8,76,09-10-2016,0.5261
22.8,76.1,09-10-2016,0.7629
22.6,75.7,10-10-2016,0.5378
22.6,75.8,10-10-2016,0.6124
22.6,75.9,10-10-2016,0.7073
22.6,76,10-10-2016,0.8239
22.6,76.1,10-10-2016,0.9267
22.7,75.7,10-10-2016,0.4889
22.7,75.8,10-10-2016,0.5133
22.7,75.9,10-10-2016,0.5524
22.7,76,10-10-2016,0.624
22.7,76.1,10-10-2016,0.7045
22.8,75.7,10-10-2016,0.4893
22.8,75.8,10-10-2016,0.3962
22.8,75.9,10-10-2016,0.3322
22.8,76,10-10-2016,0.3465
22.8,76.1,10-10-2016,0.3869
22.6,75.7,11-10-2016,0.0026
22.6,75.8,11-10-2016,0.0027
22.6,75.9,11-10-2016,0.0049
22.6,76,11-10-2016,0.0094
22.6,76.1,11-10-2016,0.0138
22.7,75.7,11-10-2016,0.0026
22.7,75.8,11-10-2016,0.0026
22.7,75.9,11-10-2016,0.004
22.7,76,11-10-2016,0.0073
22.7,76.1,11-10-2016,0.0114
22.8,75.7,11-10-2016,0.0026
22.8,75.8,11-10-2016,0.0026
22.8,75.9,11-10-2016,0.0036
22.8,76,11-10-2016,0.005
22.8,76.1,11-10-2016,0.0068
22.6,75.7,12-10-2016,0.0017
22.6,75.8,12-10-2016,0.0017
22.6,75.9,12-10-2016,0.0017
22.6,76,12-10-2016,0.0017
22.6,76.1,12-10-2016,0.0017
22.7,75.7,12-10-2016,0.0017
22.7,75.8,12-10-2016,0.0017
22.7,75.9,12-10-2016,0.0017
22.7,76,12-10-2016,0.0017
22.7,76.1,12-10-2016,0.0017
22.8,75.7,12-10-2016,0.0017
22.8,75.8,12-10-2016,0.0017
22.8,75.9,12-10-2016,0.0017
22.8,76,12-10-2016,0.0017
22.8,76.1,12-10-2016,0.0017
22.6,75.7,13-10-2016,0.0009
22.6,75.8,13-10-2016,0.0009
22.6,75.9,13-10-2016,0.0009
22.6,76,13-10-2016,0.0009
22.6,76.1,13-10-2016,0.0009
22.7,75.7,13-10-2016,0.0009
22.7,75.8,13-10-2016,0.0009
22.7,75.9,13-10-2016,0.0009
22.7,76,13-10-2016,0.0009
22.7,76.1,13-10-2016,0.0009
22.8,75.7,13-10-2016,0.0009
22.8,75.8,13-10-2016,0.0009
22.8,75.9,13-10-2016,0.0009
22.8,76,13-10-2016,0.0009
22.8,76.1,13-10-2016,0.0009
22.6,75.7,14-10-2016,2.3668
22.6,75.8,14-10-2016,2.2875
22.6,75.9,14-10-2016,1.9433
22.6,76,14-10-2016,1.2724
22.6,76.1,14-10-2016,0.6334
22.7,75.7,14-10-2016,1.8545
22.7,75.8,14-10-2016,1.8049
22.7,75.9,14-10-2016,1.5633
22.7,76,14-10-2016,1.0415
22.7,76.1,14-10-2016,0.5112
22.8,75.7,14-10-2016,0.9459
22.8,75.8,14-10-2016,0.9242
22.8,75.9,14-10-2016,0.7909
22.8,76,14-10-2016,0.5312
22.8,76.1,14-10-2016,0.2684
22.6,75.7,15-10-2016,0.0146
22.6,75.8,15-10-2016,0.01
22.6,75.9,15-10-2016,0.0064
22.6,76,15-10-2016,0.0048
22.6,76.1,15-10-2016,0.0041
22.7,75.7,15-10-2016,0.0017
22.7,75.8,15-10-2016,0.0017
22.7,75.9,15-10-2016,0.0017
22.7,76,15-10-2016,0.0017
22.7,76.1,15-10-2016,0.0026
22.8,75.7,15-10-2016,0.0017
22.8,75.8,15-10-2016,0.0017
22.8,75.9,15-10-2016,0.0017
22.8,76,15-10-2016,0.0017
22.8,76.1,15-10-2016,0.0017
22.6,75.7,16-10-2016,0.0009
22.6,75.8,16-10-2016,0.0009
22.6,75.9,16-10-2016,0.0009
22.6,76,16-10-2016,0.0009
22.6,76.1,16-10-2016,0.0009
22.7,75.7,16-10-2016,0.0009
22.7,75.8,16-10-2016,0.0009
22.7,75.9,16-10-2016,0.0009
22.7,76,16-10-2016,0.0009
22.7,76.1,16-10-2016,0.0009
22.8,75.7,16-10-2016,0.0009
22.8,75.8,16-10-2016,0.0009
22.8,75.9,16-10-2016,0.0009
22.8,76,16-10-2016,0.0009
22.8,76.1,16-10-2016,0.0009
22.6,75.7,17-10-2016,0.0004
22.6,75.8,17-10-2016,0.0004
22.6,75.9,17-10-2016,0.0004
22.6,76,17-10-2016,0.0004
22.6,76.1,17-10-2016,0.0004
22.7,75.7,17-10-2016,0.0004
22.7,75.8,17-10-2016,0.0004
22.7,75.9,17-10-2016,0.0004
22.7,76,17-10-2016,0.0004
22.7,76.1,17-10-2016,0.0004
