"Grid_Point
Latitude","Grid_Point
Longitude",Date,ERA5_RAIN (mm)
22.8,76,15-10-2010,0.0569
22.8,76.1,15-10-2010,0.0281
22.6,75.7,16-10-2010,0.2566
22.6,75.8,16-10-2010,0.3627
22.6,75.9,16-10-2010,0.4931
22.6,76,16-10-2010,0.6499
22.6,76.1,16-10-2010,0.7892
22.7,75.7,16-10-2010,0.2334
22.7,75.8,16-10-2010,0.3102
22.7,75.9,16-10-2010,0.4025
22.7,76,16-10-2010,0.5161
22.7,76.1,16-10-2010,0.6327
22.8,75.7,16-10-2010,0.2311
22.8,75.8,16-10-2010,0.265
22.8,75.9,16-10-2010,0.3074
22.8,76,16-10-2010,0.355
22.8,76.1,16-10-2010,0.3988
22.6,75.7,17-10-2010,8.1094
22.6,75.8,17-10-2010,8.3525
22.6,75.9,17-10-2010,8.3681
22.6,76,17-10-2010,8.1043
22.6,76.1,17-10-2010,7.7643
22.7,75.7,17-10-2010,5.8858
22.7,75.8,17-10-2010,6.3668
22.7,75.9,17-10-2010,6.7518
22.7,76,17-10-2010,7.0239
22.7,76.1,17-10-2010,7.29
22.8,75.7,17-10-2010,3.4171
22.8,75.8,17-10-2010,4.0451
22.8,75.9,17-10-2010,4.6687
22.8,76,17-10-2010,5.3884
22.8,76.1,17-10-2010,6.1716
22.6,75.7,18-10-2010,1.7556
22.6,75.8,18-10-2010,2.1683
22.6,75.9,18-10-2010,2.3646
22.6,76,18-10-2010,2.3006
22.6,76.1,18-10-2010,2.2078
22.7,75.7,18-10-2010,1.4887
22.7,75.8,18-10-2010,1.8054
22.7,75.9,18-10-2010,1.9898
22.7,76,18-10-2010,1.9831
22.7,76.1,18-10-2010,1.9777
22.8,75.7,18-10-2010,1.0505
22.8,75.8,18-10-2010,1.2181
22.8,75.9,18-10-2010,1.3183
22.8,76,18-10-2010,1.3605
22.8,76.1,18-10-2010,1.4106
22.6,75.7,19-10-2010,4.8656
22.6,75.8,19-10-2010,5.6187
22.6,75.9,19-10-2010,5.724
22.6,76,19-10-2010,5.0236
22.6,76.1,19-10-2010,4.3065
22.7,75.7,19-10-2010,5.012
22.7,75.8,19-10-2010,5.6144
22.7,75.9,19-10-2010,5.7316
22.7,76,19-10-2010,5.1554
22.7,76.1,19-10-2010,4.5747
22.8,75.7,19-10-2010,5.0116
22.8,75.8,19-10-2010,5.2254
22.8,75.9,19-10-2010,5.1735
22.8,76,19-10-2010,4.8434
22.8,76.1,19-10-2010,4.521
22.6,75.7,20-10-2010,6.9658
22.6,75.8,20-10-2010,8.4165
22.6,75.9,20-10-2010,8.6944
22.6,76,20-10-2010,7.5213
22.6,76.1,20-10-2010,6.4536
22.7,75.7,20-10-2010,7.5521
22.7,75.8,20-10-2010,8.436
22.7,75.9,20-10-2010,8.4414
22.7,76,20-10-2010,7.1674
22.7,76.1,20-10-2010,5.9002
22.8,75.7,20-10-2010,8.4638
22.8,75.8,20-10-2010,8.3021
22.8,75.9,20-10-2010,7.6197
22.8,76,20-10-2010,6.3217
22.8,76.1,20-10-2010,4.9911
22.6,75.7,21-10-2010,2.2226
22.6,75.8,21-10-2010,2.0603
22.6,75.9,21-10-2010,1.8247
22.6,76,21-10-2010,1.4848
22.6,76.1,21-10-2010,1.1613
22.7,75.7,21-10-2010,1.1274
22.7,75.8,21-10-2010,1.1303
22.7,75.9,21-10-2010,1.0817
22.7,76,21-10-2010,0.9808
22.7,76.1,21-10-2010,0.8882
22.8,75.7,21-10-2010,0.8475
22.8,75.8,21-10-2010,0.751
22.8,75.9,21-10-2010,0.6584
22.8,76,21-10-2010,0.6288
22.8,76.1,21-10-2010,0.6384
22.6,75.7,22-10-2010,0.0761
22.6,75.8,22-10-2010,0.089
22.6,75.9,22-10-2010,0.1082
22.6,76,22-10-2010,0.1325
22.6,76.1,22-10-2010,0.1587
22.7,75.7,22-10-2010,0.0143
22.7,75.8,22-10-2010,0.0174
22.7,75.9,22-10-2010,0.0411
22.7,76,22-10-2010,0.0995
22.7,76.1,22-10-2010,0.1626
22.8,75.7,22-10-2010,0.0077
22.8,75.8,22-10-2010,0.0093
22.8,75.9,22-10-2010,0.0317
22.8,76,22-10-2010,0.0969
22.8,76.1,22-10-2010,0.1747
22.6,75.7,23-10-2010,0.3212
22.6,75.8,23-10-2010,0.3155
22.6,75.9,23-10-2010,0.3104
22.6,76,23-10-2010,0.3039
22.6,76.1,23-10-2010,0.2947
22.7,75.7,23-10-2010,0.2383
22.7,75.8,23-10-2010,0.2237
22.7,75.9,23-10-2010,0.2148
22.7,76,23-10-2010,0.216
22.7,76.1,23-10-2010,0.2153
22.8,75.7,23-10-2010,0.1474
22.8,75.8,23-10-2010,0.1358
22.8,75.9,23-10-2010,0.1285
22.8,76,23-10-2010,0.1277
22.8,76.1,23-10-2010,0.1272
22.6,75.7,24-10-2010,0.0448
22.6,75.8,24-10-2010,0.0677
22.6,75.9,24-10-2010,0.1203
22.6,76,24-10-2010,0.2095
22.6,76.1,24-10-2010,0.2902
22.7,75.7,24-10-2010,0.0287
22.7,75.8,24-10-2010,0.0498
22.7,75.9,24-10-2010,0.0902
22.7,76,24-10-2010,0.1607
22.7,76.1,24-10-2010,0.2313
22.8,75.7,24-10-2010,0.0145
22.8,75.8,24-10-2010,0.0249
22.8,75.9,24-10-2010,0.0471
22.8,76,24-10-2010,0.0824
22.8,76.1,24-10-2010,0.1175
22.6,75.7,25-10-2010,0.4026
22.6,75.8,25-10-2010,0.5888
22.6,75.9,25-10-2010,0.6794
22.6,76,25-10-2010,0.6514
22.6,76.1,25-10-2010,0.6225
22.7,75.7,25-10-2010,0.3945
22.7,75.8,25-10-2010,0.6266
22.7,75.9,25-10-2010,0.7857
22.7,76,25-10-2010,0.8309
22.7,76.1,25-10-2010,0.867
22.8,75.7,25-10-2010,0.3799
22.8,75.8,25-10-2010,0.6624
22.8,75.9,25-10-2010,0.8874
22.8,76,25-10-2010,1.0162
22.8,76.1,25-10-2010,1.1268
22.6,75.7,26-10-2010,0.1518
22.6,75.8,26-10-2010,0.0984
22.6,75.9,26-10-2010,0.1441
22.6,76,26-10-2010,0.3094
22.6,76.1,26-10-2010,0.4783
22.7,75.7,26-10-2010,0.0899
22.7,75.8,26-10-2010,0.0718
22.7,75.9,26-10-2010,0.1204
22.7,76,26-10-2010,0.2636
22.7,76.1,26-10-2010,0.4089
22.8,75.7,26-10-2010,0.0745
22.8,75.8,26-10-2010,0.0811
22.8,75.9,26-10-2010,0.1247
22.8,76,26-10-2010,0.208
22.8,76.1,26-10-2010,0.2907
22.6,75.7,27-10-2010,0.0343
22.6,75.8,27-10-2010,0.0197
22.6,75.9,27-10-2010,0.0151
22.6,76,27-10-2010,0.023
22.6,76.1,27-10-2010,0.0334
22.7,75.7,27-10-2010,0.0013
22.7,75.8,27-10-2010,0.0013
22.7,75.9,27-10-2010,0.005
22.7,76,27-10-2010,0.0134
22.7,76.1,27-10-2010,0.0227
22.8,75.7,27-10-2010,0.0013
22.8,75.8,27-10-2010,0.0013
22.8,75.9,27-10-2010,0.0035
22.8,76,27-10-2010,0.0076
22.8,76.1,27-10-2010,0.0117
22.6,75.7,28-10-2010,0
22.6,75.8,28-10-2010,0
22.6,75.9,28-10-2010,0
22.6,76,28-10-2010,0
22.6,76.1,28-10-2010,0
22.7,75.7,28-10-2010,0
22.7,75.8,28-10-2010,0
22.7,75.9,28-10-2010,0
22.7,76,28-10-2010,0
22.7,76.1,28-10-2010,0
22.8,75.7,28-10-2010,0
22.8,75.8,28-10-2010,0
22.8,75.9,28-10-2010,0
22.8,76,28-10-2010,0
22.8,76.1,28-10-2010,0
22.6,75.7,29-10-2010,0.0009
22.6,75.8,29-10-2010,0.0009
22.6,75.9,29-10-2010,0.0021
22.6,76,29-10-2010,0.0047
22.6,76.1,29-10-2010,0.0069
22.7,75.7,29-10-2010,0.0009
22.7,75.8,29-10-2010,0.0009
22.7,75.9,29-10-2010,0.0017
22.7,76,29-10-2010,0.0046
22.7,76.1,29-10-2010,0.0069
22.8,75.7,29-10-2010,0.0009
22.8,75.8,29-10-2010,0.0009
22.8,75.9,29-10-2010,0.0011
22.8,76,29-10-2010,0.0029
22.8,76.1,29-10-2010,0.0062
22.6,75.7,30-10-2010,0.1058
22.6,75.8,30-10-2010,0.1374
22.6,75.9,30-10-2010,0.134
22.6,76,30-10-2010,0.087
22.6,76.1,30-10-2010,0.0432
22.7,75.7,30-10-2010,0.1055
22.7,75.8,30-10-2010,0.1222
22.7,75.9,30-10-2010,0.1165
22.7,76,30-10-2010,0.0836
22.7,76.1,30-10-2010,0.0534
22.8,75.7,30-10-2010,0.0957
22.8,75.8,30-10-2010,0.0886
22.8,75.9,30-10-2010,0.0748
22.8,76,30-10-2010,0.0634
22.8,76.1,30-10-2010,0.0582
22.6,75.7,31-10-2010,0.0017
22.6,75.8,31-10-2010,0.0017
22.6,75.9,31-10-2010,0.0017
22.6,76,31-10-2010,0.0017
22.6,76.1,31-10-2010,0.0017
22.7,75.7,31-10-2010,0.0017
22.7,75.8,31-10-2010,0.0017
22.7,75.9,31-10-2010,0.0017
22.7,76,31-10-2010,0.0017
22.7,76.1,31-10-2010,0.0017
22.8,75.7,31-10-2010,0.0017
22.8,75.8,31-10-2010,0.0017
22.8,75.9,31-10-2010,0.0017
22.8,76,31-10-2010,0.0017
22.8,76.1,31-10-2010,0.0017
22.6,75.7,01-10-2011,0.0652
22.6,75.8,01-10-2011,0.0658
22.6,75.9,01-10-2011,0.0654
22.6,76,01-10-2011,0.0623
22.6,76.1,01-10-2011,0.0594
22.7,75.7,01-10-2011,0.0436
22.7,75.8,01-10-2011,0.044
22.7,75.9,01-10-2011,0.045
22.7,76,01-10-2011,0.0478
22.7,76.1,01-10-2011,0.0502
22.8,75.7,01-10-2011,0.0276
22.8,75.8,01-10-2011,0.0299
22.8,75.9,01-10-2011,0.0323
22.8,76,01-10-2011,0.0354
22.8,76.1,01-10-2011,0.0385
22.6,75.7,02-10-2011,0.073
22.6,75.8,02-10-2011,0.0705
22.6,75.9,02-10-2011,0.0584
22.6,76,02-10-2011,0.0359
22.6,76.1,02-10-2011,0.0148
22.7,75.7,02-10-2011,0.0561
22.7,75.8,02-10-2011,0.0513
22.7,75.9,02-10-2011,0.0416
22.7,76,02-10-2011,0.0262
22.7,76.1,02-10-2011,0.0104
22.8,75.7,02-10-2011,0.0374
22.8,75.8,02-10-2011,0.0325
22.8,75.9,02-10-2011,0.0257
22.8,76,02-10-2011,0.0168
22.8,76.1,02-10-2011,0.0072
22.6,75.7,03-10-2011,0.0136
22.6,75.8,03-10-2011,0.0105
22.6,75.9,03-10-2011,0.0085
22.6,76,03-10-2011,0.0056
22.6,76.1,03-10-2011,0.0025
22.7,75.7,03-10-2011,0.0053
22.7,75.8,03-10-2011,0.0036
22.7,75.9,03-10-2011,0.0021
22.7,76,03-10-2011,0.0014
22.7,76.1,03-10-2011,0.0013
22.8,75.7,03-10-2011,0.0028
22.8,75.8,03-10-2011,0.0019
22.8,75.9,03-10-2011,0.0012
22.8,76,03-10-2011,0.0007
22.8,76.1,03-10-2011,0.0002
22.6,75.7,04-10-2011,0.0124
22.6,75.8,04-10-2011,0.0072
22.6,75.9,04-10-2011,0.003
22.6,76,04-10-2011,0.0021
22.6,76.1,04-10-2011,0.0011
22.7,75.7,04-10-2011,0.005
22.7,75.8,04-10-2011,0.002
22.7,75.9,04-10-2011,0.0004
22.7,76,04-10-2011,0.0004
22.7,76.1,04-10-2011,0.0004
22.8,75.7,04-10-2011,0.0029
22.8,75.8,04-10-2011,0.0012
22.8,75.9,04-10-2011,0.0004
22.8,76,04-10-2011,0.0004
22.8,76.1,04-10-2011,0.0004
22.6,75.7,05-10-2011,0.0021
22.6,75.8,05-10-2011,0.0021
22.6,75.9,05-10-2011,0.0021
22.6,76,05-10-2011,0.0021
22.6,76.1,05-10-2011,0.0021
22.7,75.7,05-10-2011,0.0021
22.7,75.8,05-10-2011,0.0021
22.7,75.9,05-10-2011,0.0021
22.7,76,05-10-2011,0.0021
22.7,76.1,05-10-2011,0.0021
22.8,75.7,05-10-2011,0.0021
22.8,75.8,05-10-2011,0.0021
22.8,75.9,05-10-2011,0.0021
22.8,76,05-10-2011,0.0021
22.8,76.1,05-10-2011,0.0021
22.6,75.7,06-10-2011,0.023
22.6,75.8,06-10-2011,0.0283
22.6,75.9,06-10-2011,0.0281
22.6,76,06-10-2011,0.0204
22.6,76.1,06-10-2011,0.0127
22.7,75.7,06-10-2011,0.0174
22.7,75.8,06-10-2011,0.0224
22.7,75.9,06-10-2011,0.0227
22.7,76,06-10-2011,0.0163
22.7,76.1,06-10-2011,0.0101
22.8,75.7,06-10-2011,0.0088
22.8,75.8,06-10-2011,0.0113
22.8,75.9,06-10-2011,0.0116
22.8,76,06-10-2011,0.0082
22.8,76.1,06-10-2011,0.0049
22.6,75.7,07-10-2011,0.0075
22.6,75.8,07-10-2011,0.0088
22.6,75.9,07-10-2011,0.0085
22.6,76,07-10-2011,0.0054
22.6,76.1,07-10-2011,0.0025
22.7,75.7,07-10-2011,0.002
22.7,75.8,07-10-2011,0.0029
22.7,75.9,07-10-2011,0.0032
22.7,76,07-10-2011,0.0023
22.7,76.1,07-10-2011,0.0011
22.8,75.7,07-10-2011,0.0013
22.8,75.8,07-10-2011,0.0019
22.8,75.9,07-10-2011,0.0018
22.8,76,07-10-2011,0.0015
22.8,76.1,07-10-2011,0.001
22.6,75.7,08-10-2011,0.0009
22.6,75.8,08-10-2011,0.0009
22.6,75.9,08-10-2011,0.0009
22.6,76,08-10-2011,0.0009
22.6,76.1,08-10-2011,0.001
22.7,75.7,08-10-2011,0.0009
22.7,75.8,08-10-2011,0.0009
22.7,75.9,08-10-2011,0.0009
22.7,76,08-10-2011,0.0009
22.7,76.1,08-10-2011,0.0009
22.8,75.7,08-10-2011,0.0009
22.8,75.8,08-10-2011,0.0009
22.8,75.9,08-10-2011,0.0009
22.8,76,08-10-2011,0.0009
22.8,76.1,08-10-2011,0.0009
22.6,75.7,09-10-2011,0
22.6,75.8,09-10-2011,0
22.6,75.9,09-10-2011,0
22.6,76,09-10-2011,0
22.6,76.1,09-10-2011,0
22.7,75.7,09-10-2011,0
22.7,75.8,09-10-2011,0
22.7,75.9,09-10-2011,0
22.7,76,09-10-2011,0
22.7,76.1,09-10-2011,0
22.8,75.7,09-10-2011,0
22.8,75.8,09-10-2011,0
22.8,75.9,09-10-2011,0
22.8,76,09-10-2011,0
22.8,76.1,09-10-2011,0
22.6,75.7,10-10-2011,0.0021
22.6,75.8,10-10-2011,0.0021
22.6,75.9,10-10-2011,0.0021
22.6,76,10-10-2011,0.0021
22.6,76.1,10-10-2011,0.0021
22.7,75.7,10-10-2011,0.0021
22.7,75.8,10-10-2011,0.0021
22.7,75.9,10-10-2011,0.0021
22.7,76,10-10-2011,0.0021
22.7,76.1,10-10-2011,0.0021
22.8,75.7,10-10-2011,0.0021
22.8,75.8,10-10-2011,0.0021
22.8,75.9,10-10-2011,0.0021
22.8,76,10-10-2011,0.0021
22.8,76.1,10-10-2011,0.0021
22.6,75.7,11-10-2011,0
22.6,75.8,11-10-2011,0
22.6,75.9,11-10-2011,0.0001
22.6,76,11-10-2011,0.0009
22.6,76.1,11-10-2011,0.0011
22.7,75.7,11-10-2011,0
22.7,75.8,11-10-2011,0
22.7,75.9,11-10-2011,0
22.7,76,11-10-2011,0.0009
22.7,76.1,11-10-2011,0.0009
22.8,75.7,11-10-2011,0
22.8,75.8,11-10-2011,0
22.8,75.9,11-10-2011,0
22.8,76,11-10-2011,0
22.8,76.1,11-10-2011,0.0007
22.6,75.7,12-10-2011,0.0008
22.6,75.8,12-10-2011,0.0008
22.6,75.9,12-10-2011,0.0008
22.6,76,12-10-2011,0.0008
22.6,76.1,12-10-2011,0.0008
22.7,75.7,12-10-2011,0.0008
22.7,75.8,12-10-2011,0.0008
22.7,75.9,12-10-2011,0.0008
22.7,76,12-10-2011,0.0008
22.7,76.1,12-10-2011,0.0008
22.8,75.7,12-10-2011,0.0008
22.8,75.8,12-10-2011,0.0008
22.8,75.9,12-10-2011,0.0008
22.8,76,12-10-2011,0.0008
22.8,76.1,12-10-2011,0.0008
22.6,75.7,13-10-2011,0.0013
22.6,75.8,13-10-2011,0.0013
22.6,75.9,13-10-2011,0.0013
22.6,76,13-10-2011,0.0013
22.6,76.1,13-10-2011,0.0013
22.7,75.7,13-10-2011,0.0013
22.7,75.8,13-10-2011,0.0013
22.7,75.9,13-10-2011,0.0013
22.7,76,13-10-2011,0.0013
22.7,76.1,13-10-2011,0.0013
22.8,75.7,13-10-2011,0.0013
22.8,75.8,13-10-2011,0.0013
22.8,75.9,13-10-2011,0.0013
22.8,76,13-10-2011,0.0013
22.8,76.1,13-10-2011,0.0013
22.6,75.7,14-10-2011,0.0009
22.6,75.8,14-10-2011,0.0009
22.6,75.9,14-10-2011,0.0009
22.6,76,14-10-2011,0.0009
22.6,76.1,14-10-2011,0.0009
22.7,75.7,14-10-2011,0.0009
22.7,75.8,14-10-2011,0.0009
22.7,75.9,14-10-2011,0.0009
22.7,76,14-10-2011,0.0009
22.7,76.1,14-10-2011,0.0009
22.8,75.7,14-10-2011,0.0009
22.8,75.8,14-10-2011,0.0009
22.8,75.9,14-10-2011,0.0009
22.8,76,14-10-2011,0.0009
22.8,76.1,14-10-2011,0.0009
22.6,75.7,15-10-2011,0.6937
22.6,75.8,15-10-2011,0.4134
22.6,75.9,15-10-2011,0.2241
22.6,76,15-10-2011,0.1474
22.6,76.1,15-10-2011,0.0737
22.7,75.7,15-10-2011,0.635
22.7,75.8,15-10-2011,0.3763
22.7,75.9,15-10-2011,0.1935
22.7,76,15-10-2011,0.131
22.7,76.1,15-10-2011,0.0733
22.8,75.7,15-10-2011,0.4847
22.8,75.8,15-10-2011,0.2775
22.8,75.9,15-10-2011,0.1299
22.8,76,15-10-2011,0.0841
22.8,76.1,15-10-2011,0.061
22.6,75.7,16-10-2011,1.1656
22.6,75.8,16-10-2011,1.4812
22.6,75.9,16-10-2011,1.4774
22.6,76,16-10-2011,1.0752
22.6,76.1,16-10-2011,0.6892
22.7,75.7,16-10-2011,0.7991
22.7,75.8,16-10-2011,1.0591
22.7,75.9,16-10-2011,1.0978
22.7,76,16-10-2011,0.8175
22.7,76.1,16-10-2011,0.5324
22.8,75.7,16-10-2011,0.4072
22.8,75.8,16-10-2011,0.5441
22.8,75.9,16-10-2011,0.5538
22.8,76,16-10-2011,0.4154
22.8,76.1,16-10-2011,0.272
22.6,75.7,17-10-2011,0.014
22.6,75.8,17-10-2011,0.0096
22.6,75.9,17-10-2011,0.0065
22.6,76,17-10-2011,0.0044
22.6,76.1,17-10-2011,0.0025
22.7,75.7,17-10-2011,0.0013
22.7,75.8,17-10-2011,0.0013
22.7,75.9,17-10-2011,0.0013
22.7,76,17-10-2011,0.0013
22.7,76.1,17-10-2011,0.0013
22.8,75.7,17-10-2011,0.0013
22.8,75.8,17-10-2011,0.0013
22.8,75.9,17-10-2011,0.0013
22.8,76,17-10-2011,0.0013
22.8,76.1,17-10-2011,0.0013
22.6,75.7,18-10-2011,0
22.6,75.8,18-10-2011,0
22.6,75.9,18-10-2011,0
22.6,76,18-10-2011,0
22.6,76.1,18-10-2011,0
22.7,75.7,18-10-2011,0
22.7,75.8,18-10-2011,0
22.7,75.9,18-10-2011,0
22.7,76,18-10-2011,0
22.7,76.1,18-10-2011,0
22.8,75.7,18-10-2011,0
22.8,75.8,18-10-2011,0
22.8,75.9,18-10-2011,0
22.8,76,18-10-2011,0
22.8,76.1,18-10-2011,0
22.6,75.7,19-10-2011,0.0009
22.6,75.8,19-10-2011,0.0009
22.6,75.9,19-10-2011,0.0009
22.6,76,19-10-2011,0.0009
22.6,76.1,19-10-2011,0.0009
22.7,75.7,19-10-2011,0.0009
22.7,75.8,19-10-2011,0.0009
22.7,75.9,19-10-2011,0.0009
22.7,76,19-10-2011,0.0009
22.7,76.1,19-10-2011,0.0009
22.8,75.7,19-10-2011,0.0009
22.8,75.8,19-10-2011,0.0009
22.8,75.9,19-10-2011,0.0009
22.8,76,19-10-2011,0.0009
22.8,76.1,19-10-2011,0.0009
22.6,75.7,20-10-2011,0.0034
22.6,75.8,20-10-2011,0.0034
22.6,75.9,20-10-2011,0.0034
22.6,76,20-10-2011,0.0034
22.6,76.1,20-10-2011,0.0034
22.7,75.7,20-10-2011,0.0034
22.7,75.8,20-10-2011,0.0034
22.7,75.9,20-10-2011,0.0034
22.7,76,20-10-2011,0.0034
22.7,76.1,20-10-2011,0.0034
22.8,75.7,20-10-2011,0.0034
22.8,75.8,20-10-2011,0.0034
22.8,75.9,20-10-2011,0.0034
22.8,76,20-10-2011,0.0034
22.8,76.1,20-10-2011,0.0034
22.6,75.7,21-10-2011,0
22.6,75.8,21-10-2011,0
22.6,75.9,21-10-2011,0
22.6,76,21-10-2011,0
22.6,76.1,21-10-2011,0
22.7,75.7,21-10-2011,0
22.7,75.8,21-10-2011,0
22.7,75.9,21-10-2011,0
22.7,76,21-10-2011,0
22.7,76.1,21-10-2011,0
22.8,75.7,21-10-2011,0
22.8,75.8,21-10-2011,0
22.8,75.9,21-10-2011,0
22.8,76,21-10-2011,0
22.8,76.1,21-10-2011,0
22.6,75.7,22-10-2011,0.0009
22.6,75.8,22-10-2011,0.0009
22.6,75.9,22-10-2011,0.0009
22.6,76,22-10-2011,0.0009
22.6,76.1,22-10-2011,0.0009
22.7,75.7,22-10-2011,0.0009
22.7,75.8,22-10-2011,0.0009
22.7,75.9,22-10-2011,0.0009
22.7,76,22-10-2011,0.0009
22.7,76.1,22-10-2011,0.0009
22.8,75.7,22-10-2011,0.0009
22.8,75.8,22-10-2011,0.0009
22.8,75.9,22-10-2011,0.0009
22.8,76,22-10-2011,0.0009
22.8,76.1,22-10-2011,0.0009
22.6,75.7,23-10-2011,0.0009
22.6,75.8,23-10-2011,0.0009
22.6,75.9,23-10-2011,0.0009
22.6,76,23-10-2011,0.0009
22.6,76.1,23-10-2011,0.0009
22.7,75.7,23-10-2011,0.0009
22.7,75.8,23-10-2011,0.0009
22.7,75.9,23-10-2011,0.0009
22.7,76,23-10-2011,0.0009
22.7,76.1,23-10-2011,0.0009
22.8,75.7,23-10-2011,0.0009
22.8,75.8,23-10-2011,0.0009
22.8,75.9,23-10-2011,0.0009
22.8,76,23-10-2011,0.0009
22.8,76.1,23-10-2011,0.0009
22.6,75.7,24-10-2011,0.0009
22.6,75.8,24-10-2011,0.0009
22.6,75.9,24-10-2011,0.0009
22.6,76,24-10-2011,0.0009
22.6,76.1,24-10-2011,0.0009
22.7,75.7,24-10-2011,0.0009
22.7,75.8,24-10-2011,0.0009
22.7,75.9,24-10-2011,0.0009
22.7,76,24-10-2011,0.0009
22.7,76.1,24-10-2011,0.0009
22.8,75.7,24-10-2011,0.0009
22.8,75.8,24-10-2011,0.0009
22.8,75.9,24-10-2011,0.0009
22.8,76,24-10-2011,0.0009
22.8,76.1,24-10-2011,0.0009
22.6,75.7,25-10-2011,0.0009
22.6,75.8,25-10-2011,0.0009
22.6,75.9,25-10-2011,0.0009
22.6,76,25-10-2011,0.0009
22.6,76.1,25-10-2011,0.0009
22.7,75.7,25-10-2011,0.0009
22.7,75.8,25-10-2011,0.0009
22.7,75.9,25-10-2011,0.0009
22.7,76,25-10-2011,0.0009
22.7,76.1,25-10-2011,0.0009
22.8,75.7,25-10-2011,0.0009
22.8,75.8,25-10-2011,0.0009
22.8,75.9,25-10-2011,0.0009
22.8,76,25-10-2011,0.0009
22.8,76.1,25-10-2011,0.0009
22.6,75.7,26-10-2011,0.0009
22.6,75.8,26-10-2011,0.0009
22.6,75.9,26-10-2011,0.0009
22.6,76,26-10-2011,0.0009
22.6,76.1,26-10-2011,0.0009
22.7,75.7,26-10-2011,0.0009
22.7,75.8,26-10-2011,0.0009
22.7,75.9,26-10-2011,0.0009
22.7,76,26-10-2011,0.0009
22.7,76.1,26-10-2011,0.0009
22.8,75.7,26-10-2011,0.0009
22.8,75.8,26-10-2011,0.0009
22.8,75.9,26-10-2011,0.0009
22.8,76,26-10-2011,0.0009
22.8,76.1,26-10-2011,0.0009
22.6,75.7,27-10-2011,0.0009
22.6,75.8,27-10-2011,0.0009
22.6,75.9,27-10-2011,0.0009
22.6,76,27-10-2011,0.0009
22.6,76.1,27-10-2011,0.0009
22.7,75.7,27-10-2011,0.0009
22.7,75.8,27-10-2011,0.0009
22.7,75.9,27-10-2011,0.0009
22.7,76,27-10-2011,0.0009
22.7,76.1,27-10-2011,0.0009
22.8,75.7,27-10-2011,0.0009
22.8,75.8,27-10-2011,0.0009
22.8,75.9,27-10-2011,0.0009
22.8,76,27-10-2011,0.0009
22.8,76.1,27-10-2011,0.0009
22.6,75.7,28-10-2011,0.0008
22.6,75.8,28-10-2011,0.0008
22.6,75.9,28-10-2011,0.0008
22.6,76,28-10-2011,0.0008
22.6,76.1,28-10-2011,0.0008
22.7,75.7,28-10-2011,0.0008
22.7,75.8,28-10-2011,0.0008
22.7,75.9,28-10-2011,0.0008
22.7,76,28-10-2011,0.0008
22.7,76.1,28-10-2011,0.0008
22.8,75.7,28-10-2011,0.0008
22.8,75.8,28-10-2011,0.0008
22.8,75.9,28-10-2011,0.0008
22.8,76,28-10-2011,0.0008
22.8,76.1,28-10-2011,0.0008
22.6,75.7,29-10-2011,0.0021
22.6,75.8,29-10-2011,0.0021
22.6,75.9,29-10-2011,0.0021
22.6,76,29-10-2011,0.0021
22.6,76.1,29-10-2011,0.0021
22.7,75.7,29-10-2011,0.0021
22.7,75.8,29-10-2011,0.0021
22.7,75.9,29-10-2011,0.0021
22.7,76,29-10-2011,0.0021
22.7,76.1,29-10-2011,0.0021
22.8,75.7,29-10-2011,0.0021
22.8,75.8,29-10-2011,0.0021
22.8,75.9,29-10-2011,0.0021
22.8,76,29-10-2011,0.0021
22.8,76.1,29-10-2011,0.0021
22.6,75.7,30-10-2011,0.0009
22.6,75.8,30-10-2011,0.0009
22.6,75.9,30-10-2011,0.0009
22.6,76,30-10-2011,0.0009
22.6,76.1,30-10-2011,0.0009
22.7,75.7,30-10-2011,0.0009
22.7,75.8,30-10-2011,0.0009
22.7,75.9,30-10-2011,0.0009
22.7,76,30-10-2011,0.0009
22.7,76.1,30-10-2011,0.0009
22.8,75.7,30-10-2011,0.0009
22.8,75.8,30-10-2011,0.0009
22.8,75.9,30-10-2011,0.0009
22.8,76,30-10-2011,0.0009
22.8,76.1,30-10-2011,0.0009
22.6,75.7,31-10-2011,0.0004
22.6,75.8,31-10-2011,0.0004
22.6,75.9,31-10-2011,0.0004
22.6,76,31-10-2011,0.0004
22.6,76.1,31-10-2011,0.0004
22.7,75.7,31-10-2011,0.0004
22.7,75.8,31-10-2011,0.0004
22.7,75.9,31-10-2011,0.0004
22.7,76,31-10-2011,0.0004
22.7,76.1,31-10-2011,0.0004
22.8,75.7,31-10-2011,0.0004
22.8,75.8,31-10-2011,0.0004
22.8,75.9,31-10-2011,0.0004
22.8,76,31-10-2011,0.0004
22.8,76.1,31-10-2011,0.0004
22.6,75.7,01-10-2012,1.9175
22.6,75.8,01-10-2012,2.2923
22.6,75.9,01-10-2012,2.3388
22.6,76,01-10-2012,1.9835
22.6,76.1,01-10-2012,1.6279
22.7,75.7,01-10-2012,1.5992
22.7,75.8,01-10-2012,1.9652
22.7,75.9,01-10-2012,2.1252
22.7,76,01-10-2012,1.995
22.7,76.1,01-10-2012,1.861
22.8,75.7,01-10-2012,1.0978
22.8,75.8,01-10-2012,1.4234
22.8,75.9,01-10-2012,1.6479
22.8,76,01-10-2012,1.7904
22.8,76.1,01-10-2012,1.9507
22.6,75.7,02-10-2012,0.5052
22.6,75.8,02-10-2012,0.4866
